,SRR4425715,SRR4425719,SRR4425713,SRR4425659,SRR4425662,SRR4425712,SRR4425660,SRR4425718,SRR4425710,SRR4425666,SRR4425714,SRR4425711,SRR4425661,SRR4425664,SRR4425663,SRR4425665
MEG_6770|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0
MEG_5399|Drugs|betalactams|Penicillin_binding_protein|PBP1A|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0
MEG_7457|Drugs|Glycopeptides|VanA-type_regulator|VANRA,0,0,0,0,0,0,0,0,0,44,0,0,0,47,0,0
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,261,250,123,891,577,73,1089,318,471,0,41,0,212,0,0,176
MEG_3107|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,3509,0,0,0,3998,2489,1177
MEG_7603|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0
MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,19242,84189,375760,32222,26490,196775,25258,215084,37341,327449,10553,3644,27368,364265,252615,99131
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,453,0,0,136,218,0,139,0,275,0,0,124,60,0,0,0
MEG_2506|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3822|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,0,0,0,3709,0,0,0,4922,2682,1247
MEG_6691|Drugs|betalactams|Class_A_betalactamases|TEM,121,0,0,88,0,0,0,0,191,0,112,0,0,0,0,0
MEG_6968|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET31,0,0,0,175,195,0,185,0,0,303,0,0,118,380,217,124
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1472297,100741,0,123399,140924,183286,111203,0,642050,34934,1132192,616285,130275,42081,26507,15417
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0,0,0,41,42,0,222,0,100,147,0,0,8,177,87,61
MEG_4738|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6582|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,4698,84,159,232,87,105,482,0,778,3991,1516,837,1920,5492,2884,1612
MEG_4985|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,40
MEG_840|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,44,0,0,62,1452,0,214,0,70,1005,583,323,1026,1292,864,453
MEG_37|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
MEG_5831|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,12393,720,227,725,6164,1127,1037,146,6768,58517,19979,23110,2832,72970,38466,21778
MEG_7627|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,30093,29,20,1783,2028,21,2771,0,9620,0,190858,57038,2140,31,0,0
MEG_3964|Drugs|betalactams|Class_C_betalactamases|MIR,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0
MEG_1464|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BLT,0,0,0,0,0,59,0,0,0,0,0,0,0,0,76,0
MEG_3619|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,0,325,528,0,128,0,0,43398,0,0,403,56416,31511,17927
MEG_365|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,455,0,0,0,490,360,156
MEG_2492|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,43,0,0,0,59,29,0
MEG_689|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0,0,0,0,0,0,0,0,0,0,0,0,0,68,49,35
MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,51507,136588,480044,168397,168236,254001,141376,194363,61231,21946,30984,11543,114493,24242,13681,8631
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,451,0,0,59,0,0,18,26,1542,58,2053,3682,0,0,0,0
MEG_1864|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0
MEG_1797|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
MEG_2802|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,50454,1013,1294,49633,43506,1346,35972,1913,99311,11713,144824,87692,38824,12787,6878,3616
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,122623,8701,21743,105248,94212,6284,64090,10542,85170,1351,63751,63533,85495,1704,766,678
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,68335,4547,11379,38403,41518,3564,32800,4257,60436,736,44441,98743,43554,784,536,355
MEG_6859|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7540|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0,0,0,0,46,0,0,0,0,60,0,0,370,46,0,0
MEG_4180|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMB,0,0,0,1656,0,0,0,0,0,0,0,0,568,0,0,0
MEG_745|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,0,0,0,0,0,35,0,177,122,0,0,0,0
MEG_3500|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,62054,0,0,23791,23093,0,17650,2604,35674,1968,24208,42222,34160,2505,1193,1136
MEG_4101|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14260
MEG_6635|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,5790,205,58,449,2337,452,455,53,6264,26438,27145,20449,1039,33749,19375,9256
MEG_853|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,58,0,0,0,0,0,71,0,43,75,0,0
MEG_7647|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,98,0,0,0,90,52,0
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,3205,162,58,1717,2822,322,1406,116,1879,1768,5200,5487,4484,2027,1236,662
MEG_6673|Drugs|betalactams|Class_A_betalactamases|TEM,393,0,158,350,476,0,185,0,675,0,400,145,364,44,0,0
MEG_2092|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,21567,910,1366,6941,7245,477,4453,642,9906,111,6795,11775,8335,164,82,113
MEG_315|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,78,0,0,0,127,57,0
MEG_2785|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,3949,1784,3680,1828,1084,9120,954,1844,5367,78,45165,37252,490,90,30,68
MEG_1891|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
MEG_7474|Drugs|Glycopeptides|VanC-type_regulator|VANRC,0,0,0,0,0,0,0,0,77,0,39,0,0,0,0,0
MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,9977,0,924,2063,2862,393,22942,553,11309,244,13253,26847,80050,212,134,95
MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM,634,68,519,690,1557,0,442,0,1677,46,876,357,944,89,0,37
MEG_7423|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0
MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB,22557,1395,2650,12204,12012,887,8130,1376,17500,395,9768,19031,13667,464,0,226
MEG_2486|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
MEG_1660|Drugs|betalactams|Class_B_betalactamases|CFIA,376,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0
MEG_881|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,27,0,23,15,0,0,0,0,0,35,0,0,0
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,180,0,0,0,0,0,519,0,256,130,525,249,0,139,0,0
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,0,0,0,0,0,0,0,0,0,271,49,0,0,174,0,222
MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,121073,163449,299074,368339,420390,283793,317006,155881,155691,13872,136557,43196,260663,16469,9785,5729
MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,24797,8950,20993,4398,2910,21634,2742,8663,16474,16972,42524,27140,4873,19943,10541,7077
MEG_1831|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,7017,94,391,498,227,364,801,195,1409,7391,2809,1566,4332,9923,5265,2938
MEG_307|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,244,0,0,0,245,148,139
MEG_2625|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,176,0,0,48,101,0,80,26,57,0,15,24,28,0,0,0
MEG_742|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,0,0,0,0,0,0,0,198,168,0,0,0,0
MEG_7133|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,11943,5026,12554,1048,1318,15390,1061,5631,8691,25834,22962,14101,1438,30443,15751,11486
MEG_854|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,3550,106,35,1580,2437,198,1270,78,1934,746,4118,8063,4606,807,553,316
MEG_2917|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,382,829,1213,0,56,851,0,447,0,403,0,130,0,507,279,123
MEG_1027|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,616,1375,19758,13206,3900,3203,7525,7099,550,154,2899,398,4338,198,81,112
MEG_774|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,165,0,0,86,1410,0,250,0,151,1332,866,1032,1043,1450,994,455
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1631651,0,87747,1276566,1284559,83687,798574,48501,628198,207112,317954,187788,1418707,230554,149730,80567
MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,121667,321,74,2152,1463,768,550,132,171680,139,181248,134609,277,210,114,103
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,222028,12821,22456,128316,124725,7984,73869,10793,133057,1854,82667,149926,119088,2122,992,999
MEG_5841|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,0,0,0,528,0,0,0,0,0,2187,0,0,0,2995,1423,853
MEG_3196|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,19764,0,0,0,0,0,0,0,0
MEG_5159|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,23,12692,0,0,0,14230,10386,3846
MEG_7191|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,195,0,0,222,0,0,146,0,334,0,2421,1321,0,0,0,0
MEG_234|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,104,0,0,0,115,56,70
MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,120869,142330,333354,256440,275877,269617,200784,164430,101582,14480,171679,61165,195574,17348,10507,5767
MEG_6718|Drugs|betalactams|Class_A_betalactamases|TEM,373,0,139,279,561,0,184,0,609,38,422,143,336,0,25,0
MEG_2817|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,5014,0,0,0,0,0,0,0,14074,0,12957,9702,0,0,0,0
MEG_6942|Drugs|betalactams|Class_A_betalactamases|TEM,767,0,473,553,954,0,312,0,1808,219,936,440,609,257,167,104
MEG_6671|Drugs|betalactams|Class_A_betalactamases|TEM,522,46,368,467,1023,0,334,0,1205,68,637,250,669,68,0,28
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,153346,9900,20724,111701,98297,7062,64273,10437,122405,1480,71319,136011,93767,1958,950,724
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,9524,0,0,1337,0,0,0,0,3506,0,2380,1523,0,0,0,0
MEG_2525|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,84,0,0,0,382,0,61,0,0,122,53,230,0,135,70,50
MEG_375|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
MEG_956|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2862,0,0,683,2853,0,667,0,1475,347,2563,3046,2564,442,235,154
MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,164062,176655,290941,192877,234706,320775,155379,188492,156880,16236,165847,51123,164436,19603,11987,6631
MEG_1563|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,100,60,0,0,826,0,165,0,54,73,52,0,24,0,0
MEG_6108|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,56492,0,0,0,75870,44509,21423
MEG_1837|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,22,0,0,0,0,0,0,0,475,176,12,19,0,321,74,149
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,21041,953,1760,8038,6448,704,10225,946,20779,271,16555,36314,19681,404,172,164
MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,1061,82,510,806,1214,0,405,0,1909,118,1084,486,689,121,39,53
MEG_5277|Drugs|betalactams|Class_D_betalactamases|OXA,0,13,0,0,0,0,0,14,0,19946,0,0,0,24117,13729,7802
MEG_7081|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,0,458,1718,291,110,486,132,223,60,1397,447,0,74,1568,1020,522
MEG_1854|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,20,51,0,0,0,0
MEG_1157|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,512,0,0,0,0,0,0,0,487,0,1019,372,0,0,0,0
MEG_324|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,292,0,0,0,0,0,0,0,202,26,131,74,0,16,11,16
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,206015,13352,25811,136345,126031,8512,81703,12608,107222,1771,87114,152539,133928,2123,977,879
MEG_7456|Drugs|Glycopeptides|VanA-type_regulator|VANRA,0,0,0,0,0,0,0,0,0,80,0,0,0,88,50,34
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,172708,11579,23022,123599,119371,7636,76315,11595,104129,1763,81661,157887,111946,2365,970,864
MEG_1025|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,365,795,1207,5512,1369,209,2761,459,334,79,1426,546,1155,132,58,45
MEG_4408|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,471,0,0,0,562,283,226
MEG_1001|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,300,0,0,255,75,213,123,67,432,0,682,818,0,0,0,0
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,178863,12836,20576,124293,117909,7475,72751,11398,101311,1536,75001,110610,118342,1710,912,658
MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX,158,10046,19336,40250,29908,46464,12737,46644,0,3015,0,0,7812,3752,1761,1549
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,51485,141046,528289,193368,189972,261884,164587,208283,63253,20828,30846,11864,129454,23190,13411,8515
MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,0,0,0,0,0,0,26,1268,0,0,0,1564,921,523
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,54185,3294,5338,14538,14325,4009,14450,3135,33745,1236,26666,65175,40074,1371,789,754
MEG_6594|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,2947,89,40,287,1131,203,254,45,3238,14068,15058,12176,494,17381,9588,4878
MEG_2666|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,0,0,0,0,0,0,0,0,0,1199,0,0,0,0,932,0
MEG_4843|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,104,74,0,335,0,0,112,0,0,0,164,0,126
MEG_7614|Drugs|Glycopeptides|VanG-type_accessory_protein|VANYG,0,0,0,0,0,0,0,0,0,136,0,0,0,188,150,136
MEG_274|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,64,0,0,0,73,75,34
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,0,0,0,0,0,0,0,0,0,61,0,0,0,67,76,56
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,67542,3395,6555,27960,31054,2263,17494,3615,40403,498,22751,34306,26159,702,406,414
MEG_1169|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807,1505
MEG_789|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2054,0,0,800,1086,126,650,47,923,2012,5419,2610,2262,2274,1279,789
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,252,0,0,0,0,0,0,0,215,119,154,252,0,0,70,0
MEG_2677|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,9013,584,633,3920,4090,239,2316,359,4562,60,3123,5312,3964,86,38,0
MEG_7630|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,27661,44,25,1730,1909,0,2606,0,8615,0,183550,54816,2111,40,0,0
MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,16720,606,647,1799,679,0,3859,367,19753,0,13556,27847,11656,0,0,0
MEG_125|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,338,0,0,0,417,238,152
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,20636,1525,2818,15194,14607,1079,9426,1364,12440,275,9698,14905,15403,328,178,131
MEG_7454|Drugs|Glycopeptides|VanA-type_regulator|VANRA,0,0,0,0,0,0,0,0,0,225,0,0,0,355,268,113
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,25464,855054,2642353,1830050,1492886,2137095,1070394,1382291,101139,3578,122110,21409,1029535,4418,2582,2288
MEG_4332|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,0,0,0,0,0,0,0,0,113,0,0,0,87,0,58
MEG_990|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6170|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
MEG_775|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,104,1162,0,201,0,0,1085,469,0,784,1261,784,420
MEG_3102|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,5119,0,0,0,6426,3835,1848
MEG_903|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,101,0,0,0,0,0,0,0,173,0,0,0,188,110,70
MEG_2642|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,93,0,0,0,67,80,52
MEG_5153|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,303,206,0
MEG_35|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,20
MEG_7653|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,84,0,0,0,104,49,46
MEG_84|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,440,0,0,0,0,0,0,0,268,78,199,108,0,71,51,27
MEG_233|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,172,0,0,0,168,93,68
MEG_3647|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAC,0,0,0,395,772,0,0,0,0,2321,0,0,0,2538,1393,1097
MEG_3861|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,38,0,0,11,0,0,0,0,41,1569,0,258,0,1954,1158,641
MEG_3997|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTA,0,52,0,0,0,68,0,50,0,90,0,0,0,0,0,108
MEG_402|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,0,0,0,0,0,0,0,0,0,1885,0,0,0,2297,1211,874
MEG_1979|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0
MEG_1705|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,0,0,0,0,0,0,0,0,0,22417,0,0,0,28006,17042,7979
MEG_6604|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,5218,172,61,432,2061,363,389,36,5615,23559,24387,18316,878,29789,17332,8465
MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,66426,218,81,5440,981,1236,191,4361,29002,427,12714,8289,194,631,409,336
MEG_1533|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,173,0,0,42,0,0,88,0,0,0,81,53,44
MEG_7212|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,145477,132120,244271,216030,240986,256577,174148,142209,95191,9104,210334,75400,187177,10643,6524,3539
MEG_123|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,227,0,0,0,315,202,77
MEG_3116|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,3655,0,0,0,4529,2581,1280
MEG_7064|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,64,173,1068,11078,122,805,54,0,3651,0,0,134,4756,2313,1637
MEG_874|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,155,0,0,98,763,0,137,0,172,2587,1973,1019,428,3120,2168,1000
MEG_6768|Drugs|betalactams|Class_A_betalactamases|TEM,230,0,55,89,186,0,49,0,325,81,169,56,0,86,50,0
MEG_2063|Metals|Copper_resistance|Copper_resistance_protein|COPL,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0
MEG_1603|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,172,0,0,0,181,110,82
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
MEG_7072|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETE,0,0,0,0,0,0,0,0,0,1007,0,0,0,1391,656,685
MEG_5178|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,51189,0,0,0,62443,35256,21721
MEG_919|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,129,41,78,137,58,131,103,0,58,3159,686,317,105,4450,2339,1108
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,55868,3840,7994,46604,42959,2702,28998,4020,37441,564,28253,52333,44972,703,379,301
MEG_275|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,500,0,0,0,504,343,162
MEG_4776|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,13,22,18,23765,0,0,0,28174,16325,9603
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0,11558,2814,4145,3073,3896,5189,5814,6843,4536,0,0,0,2285,6831,8450
MEG_5883|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,1051,0,0,0,1107,531,468
MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,1802,1754,1284,34228,11314,706,3705,1314,1760,1167,1763,778,5375,1435,792,561
MEG_396|Metals|Iron_resistance|Iron_resistance_protein|ACN,0,0,0,0,0,0,0,0,0,22517,0,0,0,25765,18509,8710
MEG_1102|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|APMA,0,0,0,610,84,0,49,0,0,304,0,0,0,251,176,122
MEG_7761|Drugs|betalactams|Class_B_betalactamases|VIM,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
